招聘岗位,薪酬,地点,所需学历,工作经验,公司名称,公司性质,公司福利
"
													HRBP Leader (MJ003116) ",30-40k·14薪,['北京'],统招本科,8年以上,['作业帮'],['D轮'], 年底双薪 带薪年假 弹性工作 扁平管理 发展空间大
"
													HRBP（研发团队）G00528 ",10-20k·12薪,['上海'],本科及以上,5年以上,['传音控股'],['未融资'], 五险一金 餐补 通讯补贴 带薪年假 弹性工作 定期体检 员工旅游 绩效奖金
"
													hrbp ",面议,['镇江'],统招本科,5年以上,['金斯瑞生物科技'],['IPO上市'], 绩效奖金 交通补助 午餐补助 定期体检 上市公司 岗位晋升 管理规范 五险一金 节日礼物 年度旅游
"
													HRBP（中学业务） (MJ001142) ",4-8k·12薪,['哈尔滨-呼兰区'],本科及以上,3年以上,['一起教育科技'],['D轮'], 发展空间大
"
													HRBP ",8-15k·13薪,['上海'],本科及以上,2年以上,['上海爱用科技股份有限公司'],['战略投资'], 带薪年假 定期体检 节日礼物 扁平管理 技能培训 五险一金 团队聚餐 上市公司 休闲餐点 领导好
"
													HRBP ",20-25k·13薪,['成都-红星路'],本科及以上,5年以上,['仲量联行测量师事务所(上海)有限公司成都分公司'],[], 年终奖金 五险一金 年终奖 工作餐 广阔的发展平台 餐饮补贴 年度体检 带薪年假 节日福利
"
													HRBP ",4-9k·14薪,['聊城'],统招本科,1年以上,['乖宝宠物食品集团'],['战略投资'], 绩效奖金 交通补助 通讯津贴 扁平管理 岗位晋升 五险一金 全勤奖 领导好 发展空间大 优秀员工奖
"
													人力资源主管/专员/HRBP/HRG ",5-15k·12薪,['杭州-下城区'],大专及以上,3年以上,['杭州新天地高力国际物业管理有限公司'],['未融资'], 绩效奖金 午餐补助 定期体检 管理规范 五险一金 领导好 发展空间大
"
													HRBP ",8-12k·13薪,['成都-高新区'],本科及以上,4年以上,['北京远特科技股份有限公司深圳分公司'],['未融资'], 年底双薪 绩效奖金 带薪年假 领导好 年度旅游 弹性工作 定期体检 五险一金 岗位晋升
"
													hrbp经理(偏招聘) ",面议,['北京'],统招本科,5年以上,['天洋控股集团有限公司'],['未融资'], 绩效奖金 带薪年假 午餐补助 定期体检 节日礼物 岗位晋升 五险一金 上市公司 发展空间大 公司规模大
"
													HRBP经理 ",10-19k·12薪,['广州-赤岗'],本科及以上,5年以上,['广东鼎湖山泉'],['未融资'], 带薪年假 定期体检 岗位晋升 五险一金 领导好 发展空间大
"
													资深HRBP(J11999) ",面议,['上海-闵行区'],统招本科,8年以上,['上海钧正网络科技有限公司'],['A轮'], 弹性工作 扁平管理 管理规范 发展空间大 公司规模大
"
													HRBP ",6-9k·12薪,['长沙-岳麓区'],本科及以上,2年以上,['第壹街舞'],['未融资'], 绩效奖金 带薪年假 年度旅游 节日礼物 五险一金 全勤奖 领导好 发展空间大
"
													银泰商业-临平门店HRBP-杭州区 ",面议,['杭州'],学历不限,5年以上,['阿里巴巴'],['IPO上市'],
"
													盒马-高级人事专家(HRBP)-北区 ",面议,['杭州'],学历不限,8年以上,['阿里巴巴'],['IPO上市'],
"
													HRBP ",6-12k·13薪,['上海'],统招本科,经验不限,['上海赫奈实业有限公司'],['未融资'], 绩效奖金 定期体检 节日礼物 领导好 发展空间大
"
													上海HRBP经理 (MJ000712) ",15-20k·12薪,['上海-闵行区'],统招本科,5年以上,['乐乎公寓'],['B轮'], 年底双薪 绩效奖金 带薪年假 节日礼物 五险一金 团队聚餐 全勤奖 领导好 发展空间大 公司规模大
"
													HRBP ",10-20k·12薪,['上海-普陀区'],本科及以上,3年以上,['红星美凯龙家居'],['IPO上市'], 绩效奖金 午餐补助 弹性工作 节日礼物 免费班车 扁平管理 五险一金 上市公司
"
													HRBP ",面议,['北京'],统招本科,3年以上,['当当网'],['IPO上市'], 绩效奖金 带薪年假 定期体检 弹性工作 领导好 岗位晋升 五险一金 公司规模大 补充医疗
"
													HRBP（偏招聘） ",5-8k·13薪,['厦门-集美区'],本科及以上,经验不限,['广州快兔物流科技有限公司'],['未融资'], 年底双薪 股票期权 节日礼物 扁平管理 岗位晋升 五险一金 领导好 发展空间大
"
													HRBP经理 ",10-15k·12薪,['深圳-东门'],大专及以上,经验不限,['香港现代教育集团有限公司'],[], 绩效奖金 带薪年假 扁平管理 技能培训 岗位晋升 五险一金 15天带薪年假 子女学习最大优惠 一年两次晋升机会
"
													人力资源伙伴(HRBP) ",6-10k·12薪,['中山'],本科及以上,经验不限,['广州美菜信息技术有限公司'],['未融资'],
"
													HRBP ",10-15k·12薪,['深圳-龙华区'],本科及以上,5年以上,['深圳市创想三维科技有限公司'],['未融资'], 绩效奖金 年度旅游 节日礼物 岗位晋升 五险一金 全勤奖 发展空间大 公司规模大 优秀员工奖
